7;m500;6;1;1486027566906_0032;2;14;12;12;12;12;149;15;58;53;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T22:11:04;615,29
7;m500;6;2;1486027566906_0033;23;14;356;30;101;86;287;3;153;182;C,multiplied_matrices;GROUP_BY,COMBINER;;
7;m500;7;1;1486027566906_0034;2;14;11;11;11;11;167;15;58;54;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T22:21:24;674,41
7;m500;7;2;1486027566906_0035;23;14;403;29;103;70;335;4;189;233;C,multiplied_matrices;GROUP_BY,COMBINER;;
7;m500;8;1;1486027566906_0036;2;14;16;3;10;10;162;19;58;52;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T22:32:43;490,04
7;m500;8;2;1486027566906_0037;23;14;211;29;88;94;168;3;74;72;C,multiplied_matrices;GROUP_BY,COMBINER;;
7;m500;9;1;1486027566906_0038;2;14;16;13;14;14;161;15;59;50;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T22:40:57;694,88
7;m500;9;2;1486027566906_0039;23;14;434;29;105;67;368;3;209;269;C,multiplied_matrices;GROUP_BY,COMBINER;;
7;m500;10;1;1486027566906_0040;2;14;12;11;12;12;188;13;59;56;A,B,matrix1,matrix2;HASH_JOIN;2017-02-02T22:52:36;573,06
7;m500;10;2;1486027566906_0041;23;14;219;27;94;118;219;3;103;114;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;1;1;1486078344257_0022;2;16;31;11;21;21;195;25;71;63;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T10:28:38;718,86
8;m500;1;2;1486078344257_0023;23;16;420;28;118;112;353;4;234;283;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;2;1;1486078344257_0024;2;16;17;3;10;10;92;20;54;56;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T10:40:42;574,71
8;m500;2;2;1486078344257_0025;23;16;389;25;109;114;323;4;218;254;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;3;1;1486078344257_0026;2;16;14;12;13;13;131;14;61;62;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T10:50:21;632,55
8;m500;3;2;1486078344257_0027;24;16;398;25;106;89;333;4;226;255;C,multiplied_matrices;GROUP_BY,COMBINER;;
8;m500;4;1;1486078344257_0028;2;16;13;12;12;12;133;16;55;55;A,B,matrix1,matrix2;HASH_JOIN;2017-02-03T11:00:58;675,62
