2017-02-03T06:58:49+0000,m1000,8,4162.70
2017-02-03T08:08:17+0000,m1000,8,4448.63
2017-02-03T09:22:31+0000,m1000,8,3961.39
2017-02-03T10:28:38+0000,m500,8,718.86
2017-02-03T10:40:42+0000,m500,8,574.71
2017-02-03T10:50:21+0000,m500,8,632.55
2017-02-03T11:00:58+0000,m500,8,675.62
2017-02-03T11:12:18+0000,m500,8,600.22
2017-02-03T11:22:22+0000,m500,8,468.71
2017-02-03T11:30:15+0000,m500,8,504.38
2017-02-03T11:38:44+0000,m500,8,559.80
2017-02-03T11:48:08+0000,m500,8,719.30
2017-02-03T12:00:12+0000,m500,8,609.78
