Nodes;Dim;Test;Job;JobId;Alias;Feature;Worker;Duration
8;500;7;1;1486078344257_0034;A,B,matrix1,matrix2;HASH_JOIN;w6;100
8;500;7;1;1486078344257_0034;A,B,matrix1,matrix2;HASH_JOIN;w7;99
8;500;7;2;1486078344257_0035;C,multiplied_matrices;GROUP_BY,COMBINER;ma;360
8;500;7;2;1486078344257_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w1;360
8;500;7;2;1486078344257_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w2;376
8;500;7;2;1486078344257_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w3;361
8;500;7;2;1486078344257_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w4;360
8;500;7;2;1486078344257_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w5;361
8;500;7;2;1486078344257_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w6;363
8;500;7;2;1486078344257_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w7;361
8;500;8;1;1486078344257_0036;A,B,matrix1,matrix2;HASH_JOIN;ma;109
8;500;8;1;1486078344257_0036;A,B,matrix1,matrix2;HASH_JOIN;w1;109
8;500;8;1;1486078344257_0036;A,B,matrix1,matrix2;HASH_JOIN;w2;109
8;500;8;1;1486078344257_0036;A,B,matrix1,matrix2;HASH_JOIN;w3;109
8;500;8;1;1486078344257_0036;A,B,matrix1,matrix2;HASH_JOIN;w4;122
8;500;8;1;1486078344257_0036;A,B,matrix1,matrix2;HASH_JOIN;w5;122
8;500;8;1;1486078344257_0036;A,B,matrix1,matrix2;HASH_JOIN;w6;140
8;500;8;1;1486078344257_0036;A,B,matrix1,matrix2;HASH_JOIN;w7;109
8;500;8;2;1486078344257_0037;C,multiplied_matrices;GROUP_BY,COMBINER;ma;397
8;500;8;2;1486078344257_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w1;410
8;500;8;2;1486078344257_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w2;395
8;500;8;2;1486078344257_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w3;395
8;500;8;2;1486078344257_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w4;395
8;500;8;2;1486078344257_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w5;396
8;500;8;2;1486078344257_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w6;396
8;500;8;2;1486078344257_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w7;395
8;500;9;1;1486078344257_0038;A,B,matrix1,matrix2;HASH_JOIN;ma;204
8;500;9;1;1486078344257_0038;A,B,matrix1,matrix2;HASH_JOIN;w1;218
8;500;9;1;1486078344257_0038;A,B,matrix1,matrix2;HASH_JOIN;w2;232
8;500;9;1;1486078344257_0038;A,B,matrix1,matrix2;HASH_JOIN;w3;203
8;500;9;1;1486078344257_0038;A,B,matrix1,matrix2;HASH_JOIN;w4;204
8;500;9;1;1486078344257_0038;A,B,matrix1,matrix2;HASH_JOIN;w5;203
8;500;9;1;1486078344257_0038;A,B,matrix1,matrix2;HASH_JOIN;w6;206
8;500;9;1;1486078344257_0038;A,B,matrix1,matrix2;HASH_JOIN;w7;205
8;500;9;2;1486078344257_0039;C,multiplied_matrices;GROUP_BY,COMBINER;ma;466
8;500;9;2;1486078344257_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w1;467
8;500;9;2;1486078344257_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w2;480
8;500;9;2;1486078344257_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w3;468
8;500;9;2;1486078344257_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w4;466
8;500;9;2;1486078344257_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w5;467
8;500;9;2;1486078344257_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w6;468
8;500;9;2;1486078344257_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w7;466
8;500;10;1;1486078344257_0040;A,B,matrix1,matrix2;HASH_JOIN;ma;106
8;500;10;1;1486078344257_0040;A,B,matrix1,matrix2;HASH_JOIN;w1;119
8;500;10;1;1486078344257_0040;A,B,matrix1,matrix2;HASH_JOIN;w2;106
8;500;10;1;1486078344257_0040;A,B,matrix1,matrix2;HASH_JOIN;w3;106
8;500;10;1;1486078344257_0040;A,B,matrix1,matrix2;HASH_JOIN;w4;106
8;500;10;1;1486078344257_0040;A,B,matrix1,matrix2;HASH_JOIN;w5;133
8;500;10;1;1486078344257_0040;A,B,matrix1,matrix2;HASH_JOIN;w6;108
8;500;10;1;1486078344257_0040;A,B,matrix1,matrix2;HASH_JOIN;w7;119
8;500;10;2;1486078344257_0041;C,multiplied_matrices;GROUP_BY,COMBINER;ma;452
8;500;10;2;1486078344257_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w1;453
8;500;10;2;1486078344257_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w2;467
8;500;10;2;1486078344257_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w3;453
8;500;10;2;1486078344257_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w4;453
8;500;10;2;1486078344257_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w5;453
8;500;10;2;1486078344257_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w6;453
8;500;10;2;1486078344257_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w7;454
3;1000;1;1;1485784300641_0042;A,B,matrix1,matrix2;HASH_JOIN;ma;1069
3;1000;1;1;1485784300641_0042;A,B,matrix1,matrix2;HASH_JOIN;w1;1053
3;1000;1;1;1485784300641_0042;A,B,matrix1,matrix2;HASH_JOIN;w2;1062
3;1000;1;2;1485784300641_0043;C,multiplied_matrices;GROUP_BY,COMBINER;ma;5659
3;1000;1;2;1485784300641_0043;C,multiplied_matrices;GROUP_BY,COMBINER;w1;5661
3;1000;1;2;1485784300641_0043;C,multiplied_matrices;GROUP_BY,COMBINER;w2;5674
3;1000;2;1;1485784300641_0044;A,B,matrix1,matrix2;HASH_JOIN;ma;1167
3;1000;2;1;1485784300641_0044;A,B,matrix1,matrix2;HASH_JOIN;w1;1151
3;1000;2;1;1485784300641_0044;A,B,matrix1,matrix2;HASH_JOIN;w2;1160
3;1000;2;2;1485784300641_0045;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3637
3;1000;2;2;1485784300641_0045;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3653
3;1000;2;2;1485784300641_0045;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3637
3;1000;3;1;1485784300641_0046;A,B,matrix1,matrix2;HASH_JOIN;ma;744
3;1000;3;1;1485784300641_0046;A,B,matrix1,matrix2;HASH_JOIN;w1;760
3;1000;3;1;1485784300641_0046;A,B,matrix1,matrix2;HASH_JOIN;w2;744
3;1000;3;2;1485784300641_0047;C,multiplied_matrices;GROUP_BY,COMBINER;ma;5501
3;1000;3;2;1485784300641_0047;C,multiplied_matrices;GROUP_BY,COMBINER;w1;5498
3;1000;3;2;1485784300641_0047;C,multiplied_matrices;GROUP_BY,COMBINER;w2;5513
3;1000;4;1;1485784300641_0048;A,B,matrix1,matrix2;HASH_JOIN;ma;829
3;1000;4;1;1485784300641_0048;A,B,matrix1,matrix2;HASH_JOIN;w1;845
3;1000;4;1;1485784300641_0048;A,B,matrix1,matrix2;HASH_JOIN;w2;823
3;1000;4;2;1485784300641_0049;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3659
3;1000;4;2;1485784300641_0049;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3672
3;1000;4;2;1485784300641_0049;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3661
3;1000;5;1;1485784300641_0050;A,B,matrix1,matrix2;HASH_JOIN;ma;982
3;1000;5;1;1485784300641_0050;A,B,matrix1,matrix2;HASH_JOIN;w1;975
3;1000;5;1;1485784300641_0050;A,B,matrix1,matrix2;HASH_JOIN;w2;965
3;1000;5;2;1485784300641_0051;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3635
3;1000;5;2;1485784300641_0051;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3650
3;1000;5;2;1485784300641_0051;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3635
3;1000;6;1;1485784300641_0052;A,B,matrix1,matrix2;HASH_JOIN;ma;711
3;1000;6;1;1485784300641_0052;A,B,matrix1,matrix2;HASH_JOIN;w1;704
3;1000;6;1;1485784300641_0052;A,B,matrix1,matrix2;HASH_JOIN;w2;726
3;1000;6;2;1485784300641_0053;C,multiplied_matrices;GROUP_BY,COMBINER;ma;5877
3;1000;6;2;1485784300641_0053;C,multiplied_matrices;GROUP_BY,COMBINER;w1;5863
3;1000;6;2;1485784300641_0053;C,multiplied_matrices;GROUP_BY,COMBINER;w2;5864
3;1000;7;1;1485784300641_0054;A,B,matrix1,matrix2;HASH_JOIN;ma;745
3;1000;7;1;1485784300641_0054;A,B,matrix1,matrix2;HASH_JOIN;w1;762
3;1000;7;1;1485784300641_0054;A,B,matrix1,matrix2;HASH_JOIN;w2;748
3;1000;7;2;1485784300641_0055;C,multiplied_matrices;GROUP_BY,COMBINER;ma;5676
3;1000;7;2;1485784300641_0055;C,multiplied_matrices;GROUP_BY,COMBINER;w1;5678
3;1000;7;2;1485784300641_0055;C,multiplied_matrices;GROUP_BY,COMBINER;w2;5696
3;1000;8;1;1485784300641_0056;A,B,matrix1,matrix2;HASH_JOIN;ma;988
3;1000;8;1;1485784300641_0056;A,B,matrix1,matrix2;HASH_JOIN;w1;981
3;1000;8;1;1485784300641_0056;A,B,matrix1,matrix2;HASH_JOIN;w2;972
3;1000;8;2;1485784300641_0057;C,multiplied_matrices;GROUP_BY,COMBINER;ma;5651
3;1000;8;2;1485784300641_0057;C,multiplied_matrices;GROUP_BY,COMBINER;w1;5652
3;1000;8;2;1485784300641_0057;C,multiplied_matrices;GROUP_BY,COMBINER;w2;5671
3;1000;9;1;1485784300641_0058;A,B,matrix1,matrix2;HASH_JOIN;ma;858
3;1000;9;1;1485784300641_0058;A,B,matrix1,matrix2;HASH_JOIN;w1;848
3;1000;9;1;1485784300641_0058;A,B,matrix1,matrix2;HASH_JOIN;w2;874
3;1000;9;2;1485784300641_0059;C,multiplied_matrices;GROUP_BY,COMBINER;ma;5563
3;1000;9;2;1485784300641_0059;C,multiplied_matrices;GROUP_BY,COMBINER;w1;5565
3;1000;9;2;1485784300641_0059;C,multiplied_matrices;GROUP_BY,COMBINER;w2;5578
3;1000;10;1;1485784300641_0060;A,B,matrix1,matrix2;HASH_JOIN;ma;734
3;1000;10;1;1485784300641_0060;A,B,matrix1,matrix2;HASH_JOIN;w1;752
3;1000;10;1;1485784300641_0060;A,B,matrix1,matrix2;HASH_JOIN;w2;726
3;1000;10;2;1485784300641_0061;C,multiplied_matrices;GROUP_BY,COMBINER;ma;5566
3;1000;10;2;1485784300641_0061;C,multiplied_matrices;GROUP_BY,COMBINER;w1;5568
3;1000;10;2;1485784300641_0061;C,multiplied_matrices;GROUP_BY,COMBINER;w2;5583
4;1000;1;1;1485864406671_0002;A,B,matrix1,matrix2;HASH_JOIN;ma;842
4;1000;1;1;1485864406671_0002;A,B,matrix1,matrix2;HASH_JOIN;w1;826
4;1000;1;1;1485864406671_0002;A,B,matrix1,matrix2;HASH_JOIN;w2;834
4;1000;1;1;1485864406671_0002;A,B,matrix1,matrix2;HASH_JOIN;w3;827
4;1000;1;2;1485864406671_0003;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3014
4;1000;1;2;1485864406671_0003;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3029
4;1000;1;2;1485864406671_0003;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3015
4;1000;1;2;1485864406671_0003;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3013
4;1000;2;1;1485864406671_0004;A,B,matrix1,matrix2;HASH_JOIN;ma;572
4;1000;2;1;1485864406671_0004;A,B,matrix1,matrix2;HASH_JOIN;w1;589
4;1000;2;1;1485864406671_0004;A,B,matrix1,matrix2;HASH_JOIN;w2;609
4;1000;2;1;1485864406671_0004;A,B,matrix1,matrix2;HASH_JOIN;w3;572
4;1000;2;2;1485864406671_0005;C,multiplied_matrices;GROUP_BY,COMBINER;ma;4356
4;1000;2;2;1485864406671_0005;C,multiplied_matrices;GROUP_BY,COMBINER;w1;4356
4;1000;2;2;1485864406671_0005;C,multiplied_matrices;GROUP_BY,COMBINER;w2;4356
4;1000;2;2;1485864406671_0005;C,multiplied_matrices;GROUP_BY,COMBINER;w3;4376
4;1000;3;1;1485864406671_0006;A,B,matrix1,matrix2;HASH_JOIN;ma;646
4;1000;3;1;1485864406671_0006;A,B,matrix1,matrix2;HASH_JOIN;w1;680
4;1000;3;1;1485864406671_0006;A,B,matrix1,matrix2;HASH_JOIN;w2;665
4;1000;3;1;1485864406671_0006;A,B,matrix1,matrix2;HASH_JOIN;w3;665
4;1000;3;2;1485864406671_0007;C,multiplied_matrices;GROUP_BY,COMBINER;ma;4082
4;1000;3;2;1485864406671_0007;C,multiplied_matrices;GROUP_BY,COMBINER;w1;4082
4;1000;3;2;1485864406671_0007;C,multiplied_matrices;GROUP_BY,COMBINER;w2;4082
4;1000;3;2;1485864406671_0007;C,multiplied_matrices;GROUP_BY,COMBINER;w3;4099
4;1000;4;1;1485864406671_0008;A,B,matrix1,matrix2;HASH_JOIN;ma;810
4;1000;4;1;1485864406671_0008;A,B,matrix1,matrix2;HASH_JOIN;w1;793
4;1000;4;1;1485864406671_0008;A,B,matrix1,matrix2;HASH_JOIN;w2;802
4;1000;4;1;1485864406671_0008;A,B,matrix1,matrix2;HASH_JOIN;w3;792
4;1000;4;2;1485864406671_0009;C,multiplied_matrices;GROUP_BY,COMBINER;ma;4298
4;1000;4;2;1485864406671_0009;C,multiplied_matrices;GROUP_BY,COMBINER;w1;4300
4;1000;4;2;1485864406671_0009;C,multiplied_matrices;GROUP_BY,COMBINER;w2;4319
4;1000;4;2;1485864406671_0009;C,multiplied_matrices;GROUP_BY,COMBINER;w3;4298
4;1000;5;1;1485864406671_0010;A,B,matrix1,matrix2;HASH_JOIN;ma;804
4;1000;5;1;1485864406671_0010;A,B,matrix1,matrix2;HASH_JOIN;w1;821
4;1000;5;1;1485864406671_0010;A,B,matrix1,matrix2;HASH_JOIN;w2;837
4;1000;5;1;1485864406671_0010;A,B,matrix1,matrix2;HASH_JOIN;w3;804
4;1000;5;2;1485864406671_0011;C,multiplied_matrices;GROUP_BY,COMBINER;ma;4108
4;1000;5;2;1485864406671_0011;C,multiplied_matrices;GROUP_BY,COMBINER;w1;4109
4;1000;5;2;1485864406671_0011;C,multiplied_matrices;GROUP_BY,COMBINER;w2;4125
4;1000;5;2;1485864406671_0011;C,multiplied_matrices;GROUP_BY,COMBINER;w3;4112
4;1000;6;1;1485864406671_0012;A,B,matrix1,matrix2;HASH_JOIN;ma;819
4;1000;6;1;1485864406671_0012;A,B,matrix1,matrix2;HASH_JOIN;w1;837
4;1000;6;1;1485864406671_0012;A,B,matrix1,matrix2;HASH_JOIN;w2;814
4;1000;6;1;1485864406671_0012;A,B,matrix1,matrix2;HASH_JOIN;w3;820
4;1000;6;2;1485864406671_0013;C,multiplied_matrices;GROUP_BY,COMBINER;ma;4217
4;1000;6;2;1485864406671_0013;C,multiplied_matrices;GROUP_BY,COMBINER;w1;4209
4;1000;6;2;1485864406671_0013;C,multiplied_matrices;GROUP_BY,COMBINER;w2;4207
4;1000;6;2;1485864406671_0013;C,multiplied_matrices;GROUP_BY,COMBINER;w3;4208
4;1000;7;1;1485864406671_0014;A,B,matrix1,matrix2;HASH_JOIN;ma;645
4;1000;7;1;1485864406671_0014;A,B,matrix1,matrix2;HASH_JOIN;w1;647
4;1000;7;1;1485864406671_0014;A,B,matrix1,matrix2;HASH_JOIN;w2;662
4;1000;7;1;1485864406671_0014;A,B,matrix1,matrix2;HASH_JOIN;w3;638
4;1000;7;2;1485864406671_0015;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3872
4;1000;7;2;1485864406671_0015;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3874
4;1000;7;2;1485864406671_0015;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3890
4;1000;7;2;1485864406671_0015;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3873
4;1000;8;1;1485864406671_0016;A,B,matrix1,matrix2;HASH_JOIN;ma;643
4;1000;8;1;1485864406671_0016;A,B,matrix1,matrix2;HASH_JOIN;w1;642
4;1000;8;1;1485864406671_0016;A,B,matrix1,matrix2;HASH_JOIN;w2;634
4;1000;8;1;1485864406671_0016;A,B,matrix1,matrix2;HASH_JOIN;w3;658
4;1000;8;2;1485864406671_0017;C,multiplied_matrices;GROUP_BY,COMBINER;ma;4001
4;1000;8;2;1485864406671_0017;C,multiplied_matrices;GROUP_BY,COMBINER;w1;4004
4;1000;8;2;1485864406671_0017;C,multiplied_matrices;GROUP_BY,COMBINER;w2;4018
4;1000;8;2;1485864406671_0017;C,multiplied_matrices;GROUP_BY,COMBINER;w3;4002
4;1000;9;1;1485864406671_0018;A,B,matrix1,matrix2;HASH_JOIN;ma;572
4;1000;9;1;1485864406671_0018;A,B,matrix1,matrix2;HASH_JOIN;w1;590
4;1000;9;1;1485864406671_0018;A,B,matrix1,matrix2;HASH_JOIN;w2;589
4;1000;9;1;1485864406671_0018;A,B,matrix1,matrix2;HASH_JOIN;w3;605
4;1000;9;2;1485864406671_0019;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3034
4;1000;9;2;1485864406671_0019;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3052
4;1000;9;2;1485864406671_0019;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3035
4;1000;9;2;1485864406671_0019;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3034
4;1000;10;1;1485864406671_0020;A,B,matrix1,matrix2;HASH_JOIN;ma;647
4;1000;10;1;1485864406671_0020;A,B,matrix1,matrix2;HASH_JOIN;w1;661
4;1000;10;1;1485864406671_0020;A,B,matrix1,matrix2;HASH_JOIN;w2;636
4;1000;10;1;1485864406671_0020;A,B,matrix1,matrix2;HASH_JOIN;w3;636
4;1000;10;2;1485864406671_0021;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3903
4;1000;10;2;1485864406671_0021;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3904
4;1000;10;2;1485864406671_0021;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3904
4;1000;10;2;1485864406671_0021;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3924
5;1000;1;1;1485939535932_0002;A,B,matrix1,matrix2;HASH_JOIN;ma;522
5;1000;1;1;1485939535932_0002;A,B,matrix1,matrix2;HASH_JOIN;w1;557
5;1000;1;1;1485939535932_0002;A,B,matrix1,matrix2;HASH_JOIN;w2;523
5;1000;1;1;1485939535932_0002;A,B,matrix1,matrix2;HASH_JOIN;w3;542
5;1000;1;1;1485939535932_0002;A,B,matrix1,matrix2;HASH_JOIN;w4;524
5;1000;1;2;1485939535932_0003;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3445
5;1000;1;2;1485939535932_0003;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3459
5;1000;1;2;1485939535932_0003;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3445
5;1000;1;2;1485939535932_0003;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3445
5;1000;1;2;1485939535932_0003;C,multiplied_matrices;GROUP_BY,COMBINER;w4;3444
5;1000;2;1;1485939535932_0004;A,B,matrix1,matrix2;HASH_JOIN;ma;511
5;1000;2;1;1485939535932_0004;A,B,matrix1,matrix2;HASH_JOIN;w1;524
5;1000;2;1;1485939535932_0004;A,B,matrix1,matrix2;HASH_JOIN;w2;509
5;1000;2;1;1485939535932_0004;A,B,matrix1,matrix2;HASH_JOIN;w3;501
5;1000;2;1;1485939535932_0004;A,B,matrix1,matrix2;HASH_JOIN;w4;501
5;1000;2;2;1485939535932_0005;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3481
5;1000;2;2;1485939535932_0005;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3481
5;1000;2;2;1485939535932_0005;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3498
5;1000;2;2;1485939535932_0005;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3480
5;1000;2;2;1485939535932_0005;C,multiplied_matrices;GROUP_BY,COMBINER;w4;3480
5;1000;3;1;1485939535932_0006;A,B,matrix1,matrix2;HASH_JOIN;ma;572
5;1000;3;1;1485939535932_0006;A,B,matrix1,matrix2;HASH_JOIN;w1;564
5;1000;3;1;1485939535932_0006;A,B,matrix1,matrix2;HASH_JOIN;w2;575
5;1000;3;1;1485939535932_0006;A,B,matrix1,matrix2;HASH_JOIN;w3;564
5;1000;3;1;1485939535932_0006;A,B,matrix1,matrix2;HASH_JOIN;w4;589
5;1000;3;2;1485939535932_0007;C,multiplied_matrices;GROUP_BY,COMBINER;ma;4130
5;1000;3;2;1485939535932_0007;C,multiplied_matrices;GROUP_BY,COMBINER;w1;4130
5;1000;3;2;1485939535932_0007;C,multiplied_matrices;GROUP_BY,COMBINER;w2;4130
5;1000;3;2;1485939535932_0007;C,multiplied_matrices;GROUP_BY,COMBINER;w3;4131
5;1000;3;2;1485939535932_0007;C,multiplied_matrices;GROUP_BY,COMBINER;w4;4145
5;1000;4;1;1485939535932_0008;A,B,matrix1,matrix2;HASH_JOIN;ma;613
5;1000;4;1;1485939535932_0008;A,B,matrix1,matrix2;HASH_JOIN;w1;613
5;1000;4;1;1485939535932_0008;A,B,matrix1,matrix2;HASH_JOIN;w2;635
5;1000;4;1;1485939535932_0008;A,B,matrix1,matrix2;HASH_JOIN;w3;632
5;1000;4;1;1485939535932_0008;A,B,matrix1,matrix2;HASH_JOIN;w4;649
5;1000;4;2;1485939535932_0009;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3476
5;1000;4;2;1485939535932_0009;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3466
5;1000;4;2;1485939535932_0009;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3466
5;1000;4;2;1485939535932_0009;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3466
5;1000;4;2;1485939535932_0009;C,multiplied_matrices;GROUP_BY,COMBINER;w4;3468
5;1000;5;1;1485939535932_0010;A,B,matrix1,matrix2;HASH_JOIN;ma;500
5;1000;5;1;1485939535932_0010;A,B,matrix1,matrix2;HASH_JOIN;w1;517
5;1000;5;1;1485939535932_0010;A,B,matrix1,matrix2;HASH_JOIN;w2;500
5;1000;5;1;1485939535932_0010;A,B,matrix1,matrix2;HASH_JOIN;w3;534
5;1000;5;1;1485939535932_0010;A,B,matrix1,matrix2;HASH_JOIN;w4;517
5;1000;5;2;1485939535932_0011;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3520
5;1000;5;2;1485939535932_0011;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3509
5;1000;5;2;1485939535932_0011;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3509
5;1000;5;2;1485939535932_0011;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3508
5;1000;5;2;1485939535932_0011;C,multiplied_matrices;GROUP_BY,COMBINER;w4;3510
5;1000;6;1;1485939535932_0012;A,B,matrix1,matrix2;HASH_JOIN;ma;704
5;1000;6;1;1485939535932_0012;A,B,matrix1,matrix2;HASH_JOIN;w1;695
5;1000;6;1;1485939535932_0012;A,B,matrix1,matrix2;HASH_JOIN;w2;680
5;1000;6;1;1485939535932_0012;A,B,matrix1,matrix2;HASH_JOIN;w3;677
5;1000;6;1;1485939535932_0012;A,B,matrix1,matrix2;HASH_JOIN;w4;695
5;1000;6;2;1485939535932_0013;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3801
5;1000;6;2;1485939535932_0013;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3826
5;1000;6;2;1485939535932_0013;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3802
5;1000;6;2;1485939535932_0013;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3801
5;1000;6;2;1485939535932_0013;C,multiplied_matrices;GROUP_BY,COMBINER;w4;3800
5;1000;7;1;1485939535932_0014;A,B,matrix1,matrix2;HASH_JOIN;ma;543
5;1000;7;1;1485939535932_0014;A,B,matrix1,matrix2;HASH_JOIN;w1;562
5;1000;7;1;1485939535932_0014;A,B,matrix1,matrix2;HASH_JOIN;w2;562
5;1000;7;1;1485939535932_0014;A,B,matrix1,matrix2;HASH_JOIN;w3;543
5;1000;7;1;1485939535932_0014;A,B,matrix1,matrix2;HASH_JOIN;w4;582
5;1000;7;2;1485939535932_0015;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3496
5;1000;7;2;1485939535932_0015;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3495
5;1000;7;2;1485939535932_0015;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3513
5;1000;7;2;1485939535932_0015;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3495
5;1000;7;2;1485939535932_0015;C,multiplied_matrices;GROUP_BY,COMBINER;w4;3496
5;1000;8;1;1485939535932_0016;A,B,matrix1,matrix2;HASH_JOIN;ma;507
5;1000;8;1;1485939535932_0016;A,B,matrix1,matrix2;HASH_JOIN;w1;507
5;1000;8;1;1485939535932_0016;A,B,matrix1,matrix2;HASH_JOIN;w2;524
5;1000;8;1;1485939535932_0016;A,B,matrix1,matrix2;HASH_JOIN;w3;507
5;1000;8;1;1485939535932_0016;A,B,matrix1,matrix2;HASH_JOIN;w4;538
5;1000;8;2;1485939535932_0017;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3462
5;1000;8;2;1485939535932_0017;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3462
5;1000;8;2;1485939535932_0017;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3464
5;1000;8;2;1485939535932_0017;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3463
5;1000;8;2;1485939535932_0017;C,multiplied_matrices;GROUP_BY,COMBINER;w4;3479
5;1000;9;1;1485939535932_0018;A,B,matrix1,matrix2;HASH_JOIN;ma;766
5;1000;9;1;1485939535932_0018;A,B,matrix1,matrix2;HASH_JOIN;w1;756
5;1000;9;1;1485939535932_0018;A,B,matrix1,matrix2;HASH_JOIN;w2;756
5;1000;9;1;1485939535932_0018;A,B,matrix1,matrix2;HASH_JOIN;w3;738
5;1000;9;1;1485939535932_0018;A,B,matrix1,matrix2;HASH_JOIN;w4;739
5;1000;9;2;1485939535932_0019;C,multiplied_matrices;GROUP_BY,COMBINER;ma;3172
5;1000;9;2;1485939535932_0019;C,multiplied_matrices;GROUP_BY,COMBINER;w1;3173
5;1000;9;2;1485939535932_0019;C,multiplied_matrices;GROUP_BY,COMBINER;w2;3172
5;1000;9;2;1485939535932_0019;C,multiplied_matrices;GROUP_BY,COMBINER;w3;3173
5;1000;9;2;1485939535932_0019;C,multiplied_matrices;GROUP_BY,COMBINER;w4;3188
5;1000;10;1;1485939535932_0020;A,B,matrix1,matrix2;HASH_JOIN;ma;534
5;1000;10;1;1485939535932_0020;A,B,matrix1,matrix2;HASH_JOIN;w1;555
5;1000;10;1;1485939535932_0020;A,B,matrix1,matrix2;HASH_JOIN;w2;553
5;1000;10;1;1485939535932_0020;A,B,matrix1,matrix2;HASH_JOIN;w3;535
5;1000;10;1;1485939535932_0020;A,B,matrix1,matrix2;HASH_JOIN;w4;569
5;1000;10;2;1485939535932_0021;C,multiplied_matrices;GROUP_BY,COMBINER;ma;2459
5;1000;10;2;1485939535932_0021;C,multiplied_matrices;GROUP_BY,COMBINER;w1;2459
