Nodes;Dim;Test;Job;JobId;Alias;Feature;Worker;Duration
6;500;5;2;1485986378424_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w5;277
6;500;6;1;1485986378424_0032;A,B,matrix1,matrix2;HASH_JOIN;ma;140
6;500;6;1;1485986378424_0032;A,B,matrix1,matrix2;HASH_JOIN;w1;129
6;500;6;1;1485986378424_0032;A,B,matrix1,matrix2;HASH_JOIN;w2;126
6;500;6;1;1485986378424_0032;A,B,matrix1,matrix2;HASH_JOIN;w3;128
6;500;6;1;1485986378424_0032;A,B,matrix1,matrix2;HASH_JOIN;w4;133
6;500;6;1;1485986378424_0032;A,B,matrix1,matrix2;HASH_JOIN;w5;127
6;500;6;2;1485986378424_0033;C,multiplied_matrices;GROUP_BY,COMBINER;ma;268
6;500;6;2;1485986378424_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w1;267
6;500;6;2;1485986378424_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w2;267
6;500;6;2;1485986378424_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w3;267
6;500;6;2;1485986378424_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w4;283
6;500;6;2;1485986378424_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w5;267
6;500;7;1;1485986378424_0034;A,B,matrix1,matrix2;HASH_JOIN;ma;108
6;500;7;1;1485986378424_0034;A,B,matrix1,matrix2;HASH_JOIN;w1;101
6;500;7;1;1485986378424_0034;A,B,matrix1,matrix2;HASH_JOIN;w2;102
6;500;7;1;1485986378424_0034;A,B,matrix1,matrix2;HASH_JOIN;w3;101
6;500;7;1;1485986378424_0034;A,B,matrix1,matrix2;HASH_JOIN;w4;108
6;500;7;1;1485986378424_0034;A,B,matrix1,matrix2;HASH_JOIN;w5;122
6;500;7;2;1485986378424_0035;C,multiplied_matrices;GROUP_BY,COMBINER;ma;281
6;500;7;2;1485986378424_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w1;282
6;500;7;2;1485986378424_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w2;281
6;500;7;2;1485986378424_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w3;296
6;500;7;2;1485986378424_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w4;280
6;500;7;2;1485986378424_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w5;281
6;500;8;1;1485986378424_0036;A,B,matrix1,matrix2;HASH_JOIN;ma;99
6;500;8;1;1485986378424_0036;A,B,matrix1,matrix2;HASH_JOIN;w1;99
6;500;8;1;1485986378424_0036;A,B,matrix1,matrix2;HASH_JOIN;w2;92
6;500;8;1;1485986378424_0036;A,B,matrix1,matrix2;HASH_JOIN;w3;91
6;500;8;1;1485986378424_0036;A,B,matrix1,matrix2;HASH_JOIN;w4;115
6;500;8;1;1485986378424_0036;A,B,matrix1,matrix2;HASH_JOIN;w5;92
6;500;8;2;1485986378424_0037;C,multiplied_matrices;GROUP_BY,COMBINER;ma;315
6;500;8;2;1485986378424_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w1;315
6;500;8;2;1485986378424_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w2;315
6;500;8;2;1485986378424_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w3;314
6;500;8;2;1485986378424_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w4;328
6;500;8;2;1485986378424_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w5;315
6;500;9;1;1485986378424_0038;A,B,matrix1,matrix2;HASH_JOIN;ma;106
6;500;9;1;1485986378424_0038;A,B,matrix1,matrix2;HASH_JOIN;w1;99
6;500;9;1;1485986378424_0038;A,B,matrix1,matrix2;HASH_JOIN;w2;99
6;500;9;1;1485986378424_0038;A,B,matrix1,matrix2;HASH_JOIN;w3;119
6;500;9;1;1485986378424_0038;A,B,matrix1,matrix2;HASH_JOIN;w4;100
6;500;9;1;1485986378424_0038;A,B,matrix1,matrix2;HASH_JOIN;w5;106
6;500;9;2;1485986378424_0039;C,multiplied_matrices;GROUP_BY,COMBINER;ma;303
6;500;9;2;1485986378424_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w1;303
6;500;9;2;1485986378424_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w2;304
6;500;9;2;1485986378424_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w3;304
6;500;9;2;1485986378424_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w4;303
6;500;9;2;1485986378424_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w5;319
6;500;10;1;1485986378424_0040;A,B,matrix1,matrix2;HASH_JOIN;ma;101
6;500;10;1;1485986378424_0040;A,B,matrix1,matrix2;HASH_JOIN;w1;100
6;500;10;1;1485986378424_0040;A,B,matrix1,matrix2;HASH_JOIN;w2;131
6;500;10;1;1485986378424_0040;A,B,matrix1,matrix2;HASH_JOIN;w3;102
6;500;10;1;1485986378424_0040;A,B,matrix1,matrix2;HASH_JOIN;w4;101
6;500;10;1;1485986378424_0040;A,B,matrix1,matrix2;HASH_JOIN;w5;116
6;500;10;2;1485986378424_0041;C,multiplied_matrices;GROUP_BY,COMBINER;ma;292
6;500;10;2;1485986378424_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w1;294
6;500;10;2;1485986378424_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w2;292
6;500;10;2;1485986378424_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w3;292
6;500;10;2;1485986378424_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w4;307
6;500;10;2;1485986378424_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w5;292
7;500;1;1;1486027566906_0022;A,B,matrix1,matrix2;HASH_JOIN;ma;219
7;500;1;1;1486027566906_0022;A,B,matrix1,matrix2;HASH_JOIN;w1;191
7;500;1;1;1486027566906_0022;A,B,matrix1,matrix2;HASH_JOIN;w2;190
7;500;1;1;1486027566906_0022;A,B,matrix1,matrix2;HASH_JOIN;w3;190
7;500;1;1;1486027566906_0022;A,B,matrix1,matrix2;HASH_JOIN;w4;210
7;500;1;1;1486027566906_0022;A,B,matrix1,matrix2;HASH_JOIN;w5;210
7;500;1;1;1486027566906_0022;A,B,matrix1,matrix2;HASH_JOIN;w6;192
7;500;1;2;1486027566906_0023;C,multiplied_matrices;GROUP_BY,COMBINER;ma;435
7;500;1;2;1486027566906_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w1;435
7;500;1;2;1486027566906_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w2;450
7;500;1;2;1486027566906_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w3;434
7;500;1;2;1486027566906_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w4;435
7;500;1;2;1486027566906_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w5;435
7;500;1;2;1486027566906_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w6;437
7;500;2;1;1486027566906_0024;A,B,matrix1,matrix2;HASH_JOIN;ma;181
7;500;2;1;1486027566906_0024;A,B,matrix1,matrix2;HASH_JOIN;w1;213
7;500;2;1;1486027566906_0024;A,B,matrix1,matrix2;HASH_JOIN;w2;182
7;500;2;1;1486027566906_0024;A,B,matrix1,matrix2;HASH_JOIN;w3;197
7;500;2;1;1486027566906_0024;A,B,matrix1,matrix2;HASH_JOIN;w4;181
7;500;2;1;1486027566906_0024;A,B,matrix1,matrix2;HASH_JOIN;w5;181
7;500;2;1;1486027566906_0024;A,B,matrix1,matrix2;HASH_JOIN;w6;196
7;500;2;2;1486027566906_0025;C,multiplied_matrices;GROUP_BY,COMBINER;ma;466
7;500;2;2;1486027566906_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w1;466
7;500;2;2;1486027566906_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w2;479
7;500;2;2;1486027566906_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w3;465
7;500;2;2;1486027566906_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w4;469
7;500;2;2;1486027566906_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w5;466
7;500;2;2;1486027566906_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w6;465
7;500;3;1;1486027566906_0026;A,B,matrix1,matrix2;HASH_JOIN;ma;98
7;500;3;1;1486027566906_0026;A,B,matrix1,matrix2;HASH_JOIN;w1;98
7;500;3;1;1486027566906_0026;A,B,matrix1,matrix2;HASH_JOIN;w2;98
7;500;3;1;1486027566906_0026;A,B,matrix1,matrix2;HASH_JOIN;w3;113
7;500;3;1;1486027566906_0026;A,B,matrix1,matrix2;HASH_JOIN;w4;98
7;500;3;1;1486027566906_0026;A,B,matrix1,matrix2;HASH_JOIN;w5;98
7;500;3;1;1486027566906_0026;A,B,matrix1,matrix2;HASH_JOIN;w6;132
7;500;3;2;1486027566906_0027;C,multiplied_matrices;GROUP_BY,COMBINER;ma;399
7;500;3;2;1486027566906_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w1;399
7;500;3;2;1486027566906_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w2;398
7;500;3;2;1486027566906_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w3;398
7;500;3;2;1486027566906_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w4;416
7;500;3;2;1486027566906_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w5;400
7;500;3;2;1486027566906_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w6;401
7;500;4;1;1486027566906_0028;A,B,matrix1,matrix2;HASH_JOIN;ma;177
7;500;4;1;1486027566906_0028;A,B,matrix1,matrix2;HASH_JOIN;w1;170
7;500;4;1;1486027566906_0028;A,B,matrix1,matrix2;HASH_JOIN;w2;170
7;500;4;1;1486027566906_0028;A,B,matrix1,matrix2;HASH_JOIN;w3;193
7;500;4;1;1486027566906_0028;A,B,matrix1,matrix2;HASH_JOIN;w4;169
7;500;4;1;1486027566906_0028;A,B,matrix1,matrix2;HASH_JOIN;w5;170
7;500;4;1;1486027566906_0028;A,B,matrix1,matrix2;HASH_JOIN;w6;170
7;500;4;2;1486027566906_0029;C,multiplied_matrices;GROUP_BY,COMBINER;ma;455
7;500;4;2;1486027566906_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w1;455
7;500;4;2;1486027566906_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w2;455
7;500;4;2;1486027566906_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w3;469
7;500;4;2;1486027566906_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w4;456
7;500;4;2;1486027566906_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w5;455
7;500;4;2;1486027566906_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w6;456
7;500;5;1;1486027566906_0030;A,B,matrix1,matrix2;HASH_JOIN;ma;145
7;500;5;1;1486027566906_0030;A,B,matrix1,matrix2;HASH_JOIN;w1;138
7;500;5;1;1486027566906_0030;A,B,matrix1,matrix2;HASH_JOIN;w2;159
7;500;5;1;1486027566906_0030;A,B,matrix1,matrix2;HASH_JOIN;w3;139
7;500;5;1;1486027566906_0030;A,B,matrix1,matrix2;HASH_JOIN;w4;140
7;500;5;1;1486027566906_0030;A,B,matrix1,matrix2;HASH_JOIN;w5;145
7;500;5;1;1486027566906_0030;A,B,matrix1,matrix2;HASH_JOIN;w6;138
7;500;5;2;1486027566906_0031;C,multiplied_matrices;GROUP_BY,COMBINER;ma;284
7;500;5;2;1486027566906_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w1;287
7;500;5;2;1486027566906_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w2;286
7;500;5;2;1486027566906_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w3;285
7;500;5;2;1486027566906_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w4;286
7;500;5;2;1486027566906_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w5;286
7;500;5;2;1486027566906_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w6;302
7;500;6;1;1486027566906_0032;A,B,matrix1,matrix2;HASH_JOIN;ma;157
7;500;6;1;1486027566906_0032;A,B,matrix1,matrix2;HASH_JOIN;w1;173
7;500;6;1;1486027566906_0032;A,B,matrix1,matrix2;HASH_JOIN;w2;157
7;500;6;1;1486027566906_0032;A,B,matrix1,matrix2;HASH_JOIN;w3;173
7;500;6;1;1486027566906_0032;A,B,matrix1,matrix2;HASH_JOIN;w4;158
7;500;6;1;1486027566906_0032;A,B,matrix1,matrix2;HASH_JOIN;w5;188
7;500;6;1;1486027566906_0032;A,B,matrix1,matrix2;HASH_JOIN;w6;158
7;500;6;2;1486027566906_0033;C,multiplied_matrices;GROUP_BY,COMBINER;ma;399
7;500;6;2;1486027566906_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w1;414
7;500;6;2;1486027566906_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w2;399
7;500;6;2;1486027566906_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w3;398
7;500;6;2;1486027566906_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w4;399
7;500;6;2;1486027566906_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w5;399
7;500;6;2;1486027566906_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w6;400
7;500;7;1;1486027566906_0034;A,B,matrix1,matrix2;HASH_JOIN;ma;175
7;500;7;1;1486027566906_0034;A,B,matrix1,matrix2;HASH_JOIN;w1;175
7;500;7;1;1486027566906_0034;A,B,matrix1,matrix2;HASH_JOIN;w2;175
7;500;7;1;1486027566906_0034;A,B,matrix1,matrix2;HASH_JOIN;w3;190
7;500;7;1;1486027566906_0034;A,B,matrix1,matrix2;HASH_JOIN;w4;175
7;500;7;1;1486027566906_0034;A,B,matrix1,matrix2;HASH_JOIN;w5;204
7;500;7;1;1486027566906_0034;A,B,matrix1,matrix2;HASH_JOIN;w6;177
7;500;7;2;1486027566906_0035;C,multiplied_matrices;GROUP_BY,COMBINER;ma;445
7;500;7;2;1486027566906_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w1;461
7;500;7;2;1486027566906_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w2;445
7;500;7;2;1486027566906_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w3;445
7;500;7;2;1486027566906_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w4;445
7;500;7;2;1486027566906_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w5;445
7;500;7;2;1486027566906_0035;C,multiplied_matrices;GROUP_BY,COMBINER;w6;444
7;500;8;1;1486027566906_0036;A,B,matrix1,matrix2;HASH_JOIN;ma;178
7;500;8;1;1486027566906_0036;A,B,matrix1,matrix2;HASH_JOIN;w1;171
7;500;8;1;1486027566906_0036;A,B,matrix1,matrix2;HASH_JOIN;w2;178
7;500;8;1;1486027566906_0036;A,B,matrix1,matrix2;HASH_JOIN;w3;191
7;500;8;1;1486027566906_0036;A,B,matrix1,matrix2;HASH_JOIN;w4;171
7;500;8;1;1486027566906_0036;A,B,matrix1,matrix2;HASH_JOIN;w5;170
7;500;8;1;1486027566906_0036;A,B,matrix1,matrix2;HASH_JOIN;w6;170
7;500;8;2;1486027566906_0037;C,multiplied_matrices;GROUP_BY,COMBINER;ma;269
7;500;8;2;1486027566906_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w1;272
7;500;8;2;1486027566906_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w2;271
7;500;8;2;1486027566906_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w3;270
7;500;8;2;1486027566906_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w4;271
7;500;8;2;1486027566906_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w5;270
7;500;8;2;1486027566906_0037;C,multiplied_matrices;GROUP_BY,COMBINER;w6;287
7;500;9;1;1486027566906_0038;A,B,matrix1,matrix2;HASH_JOIN;ma;172
7;500;9;1;1486027566906_0038;A,B,matrix1,matrix2;HASH_JOIN;w1;188
7;500;9;1;1486027566906_0038;A,B,matrix1,matrix2;HASH_JOIN;w2;172
7;500;9;1;1486027566906_0038;A,B,matrix1,matrix2;HASH_JOIN;w3;171
7;500;9;1;1486027566906_0038;A,B,matrix1,matrix2;HASH_JOIN;w4;203
7;500;9;1;1486027566906_0038;A,B,matrix1,matrix2;HASH_JOIN;w5;172
7;500;9;1;1486027566906_0038;A,B,matrix1,matrix2;HASH_JOIN;w6;188
7;500;9;2;1486027566906_0039;C,multiplied_matrices;GROUP_BY,COMBINER;ma;471
7;500;9;2;1486027566906_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w1;488
7;500;9;2;1486027566906_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w2;471
7;500;9;2;1486027566906_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w3;471
7;500;9;2;1486027566906_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w4;471
7;500;9;2;1486027566906_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w5;471
7;500;9;2;1486027566906_0039;C,multiplied_matrices;GROUP_BY,COMBINER;w6;473
7;500;10;1;1486027566906_0040;A,B,matrix1,matrix2;HASH_JOIN;ma;196
7;500;10;1;1486027566906_0040;A,B,matrix1,matrix2;HASH_JOIN;w1;210
7;500;10;1;1486027566906_0040;A,B,matrix1,matrix2;HASH_JOIN;w2;211
7;500;10;1;1486027566906_0040;A,B,matrix1,matrix2;HASH_JOIN;w3;196
7;500;10;1;1486027566906_0040;A,B,matrix1,matrix2;HASH_JOIN;w4;196
7;500;10;1;1486027566906_0040;A,B,matrix1,matrix2;HASH_JOIN;w5;224
7;500;10;1;1486027566906_0040;A,B,matrix1,matrix2;HASH_JOIN;w6;196
7;500;10;2;1486027566906_0041;C,multiplied_matrices;GROUP_BY,COMBINER;ma;315
7;500;10;2;1486027566906_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w1;316
7;500;10;2;1486027566906_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w2;315
7;500;10;2;1486027566906_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w3;315
7;500;10;2;1486027566906_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w4;315
7;500;10;2;1486027566906_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w5;315
7;500;10;2;1486027566906_0041;C,multiplied_matrices;GROUP_BY,COMBINER;w6;333
8;500;1;1;1486078344257_0022;A,B,matrix1,matrix2;HASH_JOIN;ma;203
8;500;1;1;1486078344257_0022;A,B,matrix1,matrix2;HASH_JOIN;w1;218
8;500;1;1;1486078344257_0022;A,B,matrix1,matrix2;HASH_JOIN;w2;244
8;500;1;1;1486078344257_0022;A,B,matrix1,matrix2;HASH_JOIN;w3;219
8;500;1;1;1486078344257_0022;A,B,matrix1,matrix2;HASH_JOIN;w4;204
8;500;1;1;1486078344257_0022;A,B,matrix1,matrix2;HASH_JOIN;w5;203
8;500;1;1;1486078344257_0022;A,B,matrix1,matrix2;HASH_JOIN;w6;205
8;500;1;1;1486078344257_0022;A,B,matrix1,matrix2;HASH_JOIN;w7;204
8;500;1;2;1486078344257_0023;C,multiplied_matrices;GROUP_BY,COMBINER;ma;451
8;500;1;2;1486078344257_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w1;451
8;500;1;2;1486078344257_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w2;465
8;500;1;2;1486078344257_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w3;451
8;500;1;2;1486078344257_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w4;451
8;500;1;2;1486078344257_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w5;451
8;500;1;2;1486078344257_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w6;452
8;500;1;2;1486078344257_0023;C,multiplied_matrices;GROUP_BY,COMBINER;w7;451
8;500;2;1;1486078344257_0024;A,B,matrix1,matrix2;HASH_JOIN;ma;108
8;500;2;1;1486078344257_0024;A,B,matrix1,matrix2;HASH_JOIN;w1;108
8;500;2;1;1486078344257_0024;A,B,matrix1,matrix2;HASH_JOIN;w2;123
8;500;2;1;1486078344257_0024;A,B,matrix1,matrix2;HASH_JOIN;w3;101
8;500;2;1;1486078344257_0024;A,B,matrix1,matrix2;HASH_JOIN;w4;101
8;500;2;1;1486078344257_0024;A,B,matrix1,matrix2;HASH_JOIN;w5;101
8;500;2;1;1486078344257_0024;A,B,matrix1,matrix2;HASH_JOIN;w6;101
8;500;2;1;1486078344257_0024;A,B,matrix1,matrix2;HASH_JOIN;w7;100
8;500;2;2;1486078344257_0025;C,multiplied_matrices;GROUP_BY,COMBINER;ma;429
8;500;2;2;1486078344257_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w1;430
8;500;2;2;1486078344257_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w2;430
8;500;2;2;1486078344257_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w3;445
8;500;2;2;1486078344257_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w4;429
8;500;2;2;1486078344257_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w5;431
8;500;2;2;1486078344257_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w6;430
8;500;2;2;1486078344257_0025;C,multiplied_matrices;GROUP_BY,COMBINER;w7;429
8;500;3;1;1486078344257_0026;A,B,matrix1,matrix2;HASH_JOIN;ma;163
8;500;3;1;1486078344257_0026;A,B,matrix1,matrix2;HASH_JOIN;w1;155
8;500;3;1;1486078344257_0026;A,B,matrix1,matrix2;HASH_JOIN;w2;139
8;500;3;1;1486078344257_0026;A,B,matrix1,matrix2;HASH_JOIN;w3;139
8;500;3;1;1486078344257_0026;A,B,matrix1,matrix2;HASH_JOIN;w4;138
8;500;3;1;1486078344257_0026;A,B,matrix1,matrix2;HASH_JOIN;w5;138
8;500;3;1;1486078344257_0026;A,B,matrix1,matrix2;HASH_JOIN;w6;157
8;500;3;1;1486078344257_0026;A,B,matrix1,matrix2;HASH_JOIN;w7;139
8;500;3;2;1486078344257_0027;C,multiplied_matrices;GROUP_BY,COMBINER;ma;441
8;500;3;2;1486078344257_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w1;441
8;500;3;2;1486078344257_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w2;443
8;500;3;2;1486078344257_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w3;441
8;500;3;2;1486078344257_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w4;442
8;500;3;2;1486078344257_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w5;458
8;500;3;2;1486078344257_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w6;442
8;500;3;2;1486078344257_0027;C,multiplied_matrices;GROUP_BY,COMBINER;w7;442
8;500;4;1;1486078344257_0028;A,B,matrix1,matrix2;HASH_JOIN;ma;142
8;500;4;1;1486078344257_0028;A,B,matrix1,matrix2;HASH_JOIN;w1;157
8;500;4;1;1486078344257_0028;A,B,matrix1,matrix2;HASH_JOIN;w2;142
8;500;4;1;1486078344257_0028;A,B,matrix1,matrix2;HASH_JOIN;w3;156
8;500;4;1;1486078344257_0028;A,B,matrix1,matrix2;HASH_JOIN;w4;142
8;500;4;1;1486078344257_0028;A,B,matrix1,matrix2;HASH_JOIN;w5;143
8;500;4;1;1486078344257_0028;A,B,matrix1,matrix2;HASH_JOIN;w6;175
8;500;4;1;1486078344257_0028;A,B,matrix1,matrix2;HASH_JOIN;w7;142
8;500;4;2;1486078344257_0029;C,multiplied_matrices;GROUP_BY,COMBINER;ma;477
8;500;4;2;1486078344257_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w1;478
8;500;4;2;1486078344257_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w2;477
8;500;4;2;1486078344257_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w3;477
8;500;4;2;1486078344257_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w4;477
8;500;4;2;1486078344257_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w5;492
8;500;4;2;1486078344257_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w6;479
8;500;4;2;1486078344257_0029;C,multiplied_matrices;GROUP_BY,COMBINER;w7;477
8;500;5;1;1486078344257_0030;A,B,matrix1,matrix2;HASH_JOIN;ma;152
8;500;5;1;1486078344257_0030;A,B,matrix1,matrix2;HASH_JOIN;w1;187
8;500;5;1;1486078344257_0030;A,B,matrix1,matrix2;HASH_JOIN;w2;153
8;500;5;1;1486078344257_0030;A,B,matrix1,matrix2;HASH_JOIN;w3;153
8;500;5;1;1486078344257_0030;A,B,matrix1,matrix2;HASH_JOIN;w4;152
8;500;5;1;1486078344257_0030;A,B,matrix1,matrix2;HASH_JOIN;w5;170
8;500;5;1;1486078344257_0030;A,B,matrix1,matrix2;HASH_JOIN;w6;153
8;500;5;1;1486078344257_0030;A,B,matrix1,matrix2;HASH_JOIN;w7;152
8;500;5;2;1486078344257_0031;C,multiplied_matrices;GROUP_BY,COMBINER;ma;388
8;500;5;2;1486078344257_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w1;388
8;500;5;2;1486078344257_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w2;389
8;500;5;2;1486078344257_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w3;402
8;500;5;2;1486078344257_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w4;389
8;500;5;2;1486078344257_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w5;388
8;500;5;2;1486078344257_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w6;390
8;500;5;2;1486078344257_0031;C,multiplied_matrices;GROUP_BY,COMBINER;w7;388
8;500;6;1;1486078344257_0032;A,B,matrix1,matrix2;HASH_JOIN;ma;187
8;500;6;1;1486078344257_0032;A,B,matrix1,matrix2;HASH_JOIN;w1;181
8;500;6;1;1486078344257_0032;A,B,matrix1,matrix2;HASH_JOIN;w2;181
8;500;6;1;1486078344257_0032;A,B,matrix1,matrix2;HASH_JOIN;w3;202
8;500;6;1;1486078344257_0032;A,B,matrix1,matrix2;HASH_JOIN;w4;181
8;500;6;1;1486078344257_0032;A,B,matrix1,matrix2;HASH_JOIN;w5;182
8;500;6;1;1486078344257_0032;A,B,matrix1,matrix2;HASH_JOIN;w6;183
8;500;6;1;1486078344257_0032;A,B,matrix1,matrix2;HASH_JOIN;w7;181
8;500;6;2;1486078344257_0033;C,multiplied_matrices;GROUP_BY,COMBINER;ma;241
8;500;6;2;1486078344257_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w1;241
8;500;6;2;1486078344257_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w2;241
8;500;6;2;1486078344257_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w3;242
8;500;6;2;1486078344257_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w4;241
8;500;6;2;1486078344257_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w5;241
8;500;6;2;1486078344257_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w6;260
8;500;6;2;1486078344257_0033;C,multiplied_matrices;GROUP_BY,COMBINER;w7;241
8;500;7;1;1486078344257_0034;A,B,matrix1,matrix2;HASH_JOIN;ma;106
8;500;7;1;1486078344257_0034;A,B,matrix1,matrix2;HASH_JOIN;w1;99
8;500;7;1;1486078344257_0034;A,B,matrix1,matrix2;HASH_JOIN;w2;99
8;500;7;1;1486078344257_0034;A,B,matrix1,matrix2;HASH_JOIN;w3;98
8;500;7;1;1486078344257_0034;A,B,matrix1,matrix2;HASH_JOIN;w4;100
8;500;7;1;1486078344257_0034;A,B,matrix1,matrix2;HASH_JOIN;w5;119
