1485784300641_0055,w1,5678
1485784300641_0055,w2,5696
1485784300641_0055,w3,0
1485784300641_0055,w4,0
1485784300641_0055,w5,0
1485784300641_0055,w6,0
1485784300641_0055,w7,0
1485784300641_0056,ma,988
1485784300641_0056,w1,981
1485784300641_0056,w2,972
1485784300641_0056,w3,0
1485784300641_0056,w4,0
1485784300641_0056,w5,0
1485784300641_0056,w6,0
1485784300641_0056,w7,0
1485784300641_0057,ma,5651
1485784300641_0057,w1,5652
1485784300641_0057,w2,5671
1485784300641_0057,w3,0
1485784300641_0057,w4,0
1485784300641_0057,w5,0
1485784300641_0057,w6,0
1485784300641_0057,w7,0
1485784300641_0058,ma,858
1485784300641_0058,w1,848
1485784300641_0058,w2,874
1485784300641_0058,w3,0
1485784300641_0058,w4,0
1485784300641_0058,w5,0
1485784300641_0058,w6,0
1485784300641_0058,w7,0
1485784300641_0059,ma,5563
1485784300641_0059,w1,5565
1485784300641_0059,w2,5578
1485784300641_0059,w3,0
1485784300641_0059,w4,0
1485784300641_0059,w5,0
1485784300641_0059,w6,0
1485784300641_0059,w7,0
1485784300641_0060,ma,734
1485784300641_0060,w1,752
1485784300641_0060,w2,726
1485784300641_0060,w3,0
1485784300641_0060,w4,0
1485784300641_0060,w5,0
1485784300641_0060,w6,0
1485784300641_0060,w7,0
1485784300641_0061,ma,5566
1485784300641_0061,w1,5568
1485784300641_0061,w2,5583
1485784300641_0061,w3,0
1485784300641_0061,w4,0
1485784300641_0061,w5,0
1485784300641_0061,w6,0
1485784300641_0061,w7,0
1485864406671_0002,ma,842
1485864406671_0002,w1,826
1485864406671_0002,w2,834
1485864406671_0002,w3,827
1485864406671_0002,w4,0
1485864406671_0002,w5,0
1485864406671_0002,w6,0
1485864406671_0002,w7,0
1485864406671_0003,ma,3014
1485864406671_0003,w1,3029
1485864406671_0003,w2,3015
1485864406671_0003,w3,3013
1485864406671_0003,w4,0
1485864406671_0003,w5,0
1485864406671_0003,w6,0
1485864406671_0003,w7,0
1485864406671_0004,ma,572
1485864406671_0004,w1,589
1485864406671_0004,w2,609
1485864406671_0004,w3,572
1485864406671_0004,w4,0
1485864406671_0004,w5,0
1485864406671_0004,w6,0
1485864406671_0004,w7,0
1485864406671_0005,ma,4356
1485864406671_0005,w1,4356
1485864406671_0005,w2,4356
1485864406671_0005,w3,4376
1485864406671_0005,w4,0
1485864406671_0005,w5,0
1485864406671_0005,w6,0
1485864406671_0005,w7,0
1485864406671_0006,ma,646
1485864406671_0006,w1,680
1485864406671_0006,w2,665
1485864406671_0006,w3,665
1485864406671_0006,w4,0
1485864406671_0006,w5,0
1485864406671_0006,w6,0
1485864406671_0006,w7,0
1485864406671_0007,ma,4082
1485864406671_0007,w1,4082
1485864406671_0007,w2,4082
1485864406671_0007,w3,4099
1485864406671_0007,w4,0
1485864406671_0007,w5,0
1485864406671_0007,w6,0
1485864406671_0007,w7,0
1485864406671_0008,ma,810
1485864406671_0008,w1,793
1485864406671_0008,w2,802
1485864406671_0008,w3,792
1485864406671_0008,w4,0
1485864406671_0008,w5,0
1485864406671_0008,w6,0
1485864406671_0008,w7,0
1485864406671_0009,ma,4298
1485864406671_0009,w1,4300
1485864406671_0009,w2,4319
1485864406671_0009,w3,4298
1485864406671_0009,w4,0
1485864406671_0009,w5,0
1485864406671_0009,w6,0
1485864406671_0009,w7,0
1485864406671_0010,ma,804
1485864406671_0010,w1,821
1485864406671_0010,w2,837
1485864406671_0010,w3,804
1485864406671_0010,w4,0
1485864406671_0010,w5,0
1485864406671_0010,w6,0
1485864406671_0010,w7,0
1485864406671_0011,ma,4108
1485864406671_0011,w1,4109
1485864406671_0011,w2,4125
1485864406671_0011,w3,4112
1485864406671_0011,w4,0
1485864406671_0011,w5,0
1485864406671_0011,w6,0
1485864406671_0011,w7,0
1485864406671_0012,ma,819
1485864406671_0012,w1,837
1485864406671_0012,w2,814
1485864406671_0012,w3,820
1485864406671_0012,w4,0
1485864406671_0012,w5,0
1485864406671_0012,w6,0
1485864406671_0012,w7,0
1485864406671_0013,ma,4217
1485864406671_0013,w1,4209
1485864406671_0013,w2,4207
1485864406671_0013,w3,4208
1485864406671_0013,w4,0
1485864406671_0013,w5,0
1485864406671_0013,w6,0
1485864406671_0013,w7,0
1485864406671_0014,ma,645
1485864406671_0014,w1,647
1485864406671_0014,w2,662
1485864406671_0014,w3,638
1485864406671_0014,w4,0
1485864406671_0014,w5,0
1485864406671_0014,w6,0
1485864406671_0014,w7,0
1485864406671_0015,ma,3872
1485864406671_0015,w1,3874
1485864406671_0015,w2,3890
1485864406671_0015,w3,3873
1485864406671_0015,w4,0
1485864406671_0015,w5,0
1485864406671_0015,w6,0
1485864406671_0015,w7,0
1485864406671_0016,ma,643
1485864406671_0016,w1,642
1485864406671_0016,w2,634
1485864406671_0016,w3,658
1485864406671_0016,w4,0
1485864406671_0016,w5,0
1485864406671_0016,w6,0
1485864406671_0016,w7,0
1485864406671_0017,ma,4001
1485864406671_0017,w1,4004
1485864406671_0017,w2,4018
1485864406671_0017,w3,4002
1485864406671_0017,w4,0
1485864406671_0017,w5,0
1485864406671_0017,w6,0
1485864406671_0017,w7,0
1485864406671_0018,ma,572
1485864406671_0018,w1,590
1485864406671_0018,w2,589
1485864406671_0018,w3,605
1485864406671_0018,w4,0
1485864406671_0018,w5,0
1485864406671_0018,w6,0
1485864406671_0018,w7,0
1485864406671_0019,ma,3034
1485864406671_0019,w1,3052
1485864406671_0019,w2,3035
1485864406671_0019,w3,3034
1485864406671_0019,w4,0
1485864406671_0019,w5,0
1485864406671_0019,w6,0
1485864406671_0019,w7,0
1485864406671_0020,ma,647
1485864406671_0020,w1,661
1485864406671_0020,w2,636
1485864406671_0020,w3,636
1485864406671_0020,w4,0
1485864406671_0020,w5,0
1485864406671_0020,w6,0
1485864406671_0020,w7,0
1485864406671_0021,ma,3903
1485864406671_0021,w1,3904
1485864406671_0021,w2,3904
1485864406671_0021,w3,3924
1485864406671_0021,w4,0
1485864406671_0021,w5,0
1485864406671_0021,w6,0
1485864406671_0021,w7,0
1485939535932_0002,ma,522
1485939535932_0002,w1,557
1485939535932_0002,w2,523
1485939535932_0002,w3,542
1485939535932_0002,w4,524
1485939535932_0002,w5,0
1485939535932_0002,w6,0
1485939535932_0002,w7,0
1485939535932_0003,ma,3445
1485939535932_0003,w1,3459
1485939535932_0003,w2,3445
1485939535932_0003,w3,3445
1485939535932_0003,w4,3444
1485939535932_0003,w5,0
1485939535932_0003,w6,0
1485939535932_0003,w7,0
1485939535932_0004,ma,511
1485939535932_0004,w1,524
1485939535932_0004,w2,509
1485939535932_0004,w3,501
1485939535932_0004,w4,501
1485939535932_0004,w5,0
1485939535932_0004,w6,0
1485939535932_0004,w7,0
1485939535932_0005,ma,3481
1485939535932_0005,w1,3481
1485939535932_0005,w2,3498
1485939535932_0005,w3,3480
1485939535932_0005,w4,3480
1485939535932_0005,w5,0
1485939535932_0005,w6,0
1485939535932_0005,w7,0
1485939535932_0006,ma,572
1485939535932_0006,w1,564
1485939535932_0006,w2,575
1485939535932_0006,w3,564
1485939535932_0006,w4,589
1485939535932_0006,w5,0
1485939535932_0006,w6,0
1485939535932_0006,w7,0
1485939535932_0007,ma,4130
1485939535932_0007,w1,4130
1485939535932_0007,w2,4130
1485939535932_0007,w3,4131
1485939535932_0007,w4,4145
1485939535932_0007,w5,0
1485939535932_0007,w6,0
1485939535932_0007,w7,0
1485939535932_0008,ma,613
1485939535932_0008,w1,613
1485939535932_0008,w2,635
1485939535932_0008,w3,632
1485939535932_0008,w4,649
1485939535932_0008,w5,0
1485939535932_0008,w6,0
1485939535932_0008,w7,0
1485939535932_0009,ma,3476
1485939535932_0009,w1,3466
1485939535932_0009,w2,3466
1485939535932_0009,w3,3466
1485939535932_0009,w4,3468
1485939535932_0009,w5,0
1485939535932_0009,w6,0
1485939535932_0009,w7,0
1485939535932_0010,ma,500
1485939535932_0010,w1,517
1485939535932_0010,w2,500
1485939535932_0010,w3,534
1485939535932_0010,w4,517
1485939535932_0010,w5,0
1485939535932_0010,w6,0
1485939535932_0010,w7,0
1485939535932_0011,ma,3520
1485939535932_0011,w1,3509
1485939535932_0011,w2,3509
1485939535932_0011,w3,3508
1485939535932_0011,w4,3510
1485939535932_0011,w5,0
1485939535932_0011,w6,0
1485939535932_0011,w7,0
1485939535932_0012,ma,704
1485939535932_0012,w1,695
1485939535932_0012,w2,680
1485939535932_0012,w3,677
1485939535932_0012,w4,695
1485939535932_0012,w5,0
1485939535932_0012,w6,0
1485939535932_0012,w7,0
1485939535932_0013,ma,3801
1485939535932_0013,w1,3826
1485939535932_0013,w2,3802
1485939535932_0013,w3,3801
1485939535932_0013,w4,3800
1485939535932_0013,w5,0
1485939535932_0013,w6,0
1485939535932_0013,w7,0
1485939535932_0014,ma,543
1485939535932_0014,w1,562
1485939535932_0014,w2,562
1485939535932_0014,w3,543
1485939535932_0014,w4,582
1485939535932_0014,w5,0
1485939535932_0014,w6,0
1485939535932_0014,w7,0
1485939535932_0015,ma,3496
1485939535932_0015,w1,3495
1485939535932_0015,w2,3513
1485939535932_0015,w3,3495
1485939535932_0015,w4,3496
1485939535932_0015,w5,0
1485939535932_0015,w6,0
1485939535932_0015,w7,0
1485939535932_0016,ma,507
1485939535932_0016,w1,507
1485939535932_0016,w2,524
1485939535932_0016,w3,507
1485939535932_0016,w4,538
1485939535932_0016,w5,0
1485939535932_0016,w6,0
1485939535932_0016,w7,0
1485939535932_0017,ma,3462
1485939535932_0017,w1,3462
1485939535932_0017,w2,3464
1485939535932_0017,w3,3463
1485939535932_0017,w4,3479
1485939535932_0017,w5,0
1485939535932_0017,w6,0
1485939535932_0017,w7,0
1485939535932_0018,ma,766
1485939535932_0018,w1,756
1485939535932_0018,w2,756
1485939535932_0018,w3,738
1485939535932_0018,w4,739
1485939535932_0018,w5,0
1485939535932_0018,w6,0
1485939535932_0018,w7,0
1485939535932_0019,ma,3172
1485939535932_0019,w1,3173
1485939535932_0019,w2,3172
1485939535932_0019,w3,3173
1485939535932_0019,w4,3188
1485939535932_0019,w5,0
1485939535932_0019,w6,0
1485939535932_0019,w7,0
1485939535932_0020,ma,534
1485939535932_0020,w1,555
1485939535932_0020,w2,553
1485939535932_0020,w3,535
1485939535932_0020,w4,569
1485939535932_0020,w5,0
1485939535932_0020,w6,0
1485939535932_0020,w7,0
1485939535932_0021,ma,2459
1485939535932_0021,w1,2459
1485939535932_0021,w2,2460
1485939535932_0021,w3,2483
1485939535932_0021,w4,2460
1485939535932_0021,w5,0
1485939535932_0021,w6,0
1485939535932_0021,w7,0
1485986378424_0002,ma,475
1485986378424_0002,w1,495
1485986378424_0002,w2,465
1485986378424_0002,w3,467
1485986378424_0002,w4,475
1485986378424_0002,w5,464
1485986378424_0002,w6,0
1485986378424_0002,w7,0
1485986378424_0003,ma,2649
1485986378424_0003,w1,2666
1485986378424_0003,w2,2649
1485986378424_0003,w3,2650
1485986378424_0003,w4,2651
1485986378424_0003,w5,2649
1485986378424_0003,w6,0
1485986378424_0003,w7,0
1485986378424_0004,ma,542
1485986378424_0004,w1,518
1485986378424_0004,w2,519
1485986378424_0004,w3,534
1485986378424_0004,w4,518
1485986378424_0004,w5,534
1485986378424_0004,w6,0
1485986378424_0004,w7,0
1485986378424_0005,ma,2831
1485986378424_0005,w1,2832
1485986378424_0005,w2,2832
1485986378424_0005,w3,2848
1485986378424_0005,w4,2832
1485986378424_0005,w5,2832
1485986378424_0005,w6,0
1485986378424_0005,w7,0
1485986378424_0006,ma,451
1485986378424_0006,w1,451
1485986378424_0006,w2,469
1485986378424_0006,w3,454
1485986378424_0006,w4,486
1485986378424_0006,w5,451
1485986378424_0006,w6,0
1485986378424_0006,w7,0
1485986378424_0007,ma,2842
1485986378424_0007,w1,2843
1485986378424_0007,w2,2843
1485986378424_0007,w3,2860
1485986378424_0007,w4,2843
1485986378424_0007,w5,2843
1485986378424_0007,w6,0
1485986378424_0007,w7,0
1485986378424_0008,ma,631
1485986378424_0008,w1,607
1485986378424_0008,w2,623
1485986378424_0008,w3,622
1485986378424_0008,w4,605
1485986378424_0008,w5,606
1485986378424_0008,w6,0
1485986378424_0008,w7,0
1485986378424_0009,ma,2683
1485986378424_0009,w1,2682
1485986378424_0009,w2,2701
1485986378424_0009,w3,2684
1485986378424_0009,w4,2683
1485986378424_0009,w5,2683
1485986378424_0009,w6,0
1485986378424_0009,w7,0
1485986378424_0010,ma,448
1485986378424_0010,w1,483
1485986378424_0010,w2,466
1485986378424_0010,w3,449
1485986378424_0010,w4,448
1485986378424_0010,w5,467
1485986378424_0010,w6,0
1485986378424_0010,w7,0
1485986378424_0011,ma,2692
1485986378424_0011,w1,2691
1485986378424_0011,w2,2691
1485986378424_0011,w3,2692
1485986378424_0011,w4,2715
1485986378424_0011,w5,2691
1485986378424_0011,w6,0
1485986378424_0011,w7,0
1485986378424_0012,ma,486
1485986378424_0012,w1,486
1485986378424_0012,w2,511
1485986378424_0012,w3,479
1485986378424_0012,w4,478
1485986378424_0012,w5,478
1485986378424_0012,w6,0
1485986378424_0012,w7,0
1485986378424_0013,ma,2835
1485986378424_0013,w1,2835
1485986378424_0013,w2,2835
1485986378424_0013,w3,2865
1485986378424_0013,w4,2835
1485986378424_0013,w5,2844
1485986378424_0013,w6,0
1485986378424_0013,w7,0
1485986378424_0014,ma,438
1485986378424_0014,w1,458
1485986378424_0014,w2,456
1485986378424_0014,w3,438
1485986378424_0014,w4,476
1485986378424_0014,w5,438
1485986378424_0014,w6,0
1485986378424_0014,w7,0
1485986378424_0015,ma,2662
1485986378424_0015,w1,2660
1485986378424_0015,w2,2679
1485986378424_0015,w3,2661
1485986378424_0015,w4,2661
1485986378424_0015,w5,2661
1485986378424_0015,w6,0
1485986378424_0015,w7,0
1485986378424_0016,ma,435
1485986378424_0016,w1,434
1485986378424_0016,w2,435
1485986378424_0016,w3,479
1485986378424_0016,w4,434
1485986378424_0016,w5,451
1485986378424_0016,w6,0
1485986378424_0016,w7,0
1485986378424_0017,ma,2901
1485986378424_0017,w1,2888
1485986378424_0017,w2,2889
1485986378424_0017,w3,2888
1485986378424_0017,w4,2889
1485986378424_0017,w5,2890
1485986378424_0017,w6,0
1485986378424_0017,w7,0
1485986378424_0018,ma,505
1485986378424_0018,w1,494
1485986378424_0018,w2,494
1485986378424_0018,w3,494
1485986378424_0018,w4,494
1485986378424_0018,w5,529
1485986378424_0018,w6,0
1485986378424_0018,w7,0
1485986378424_0019,ma,2770
1485986378424_0019,w1,2772
1485986378424_0019,w2,2771
1485986378424_0019,w3,2771
1485986378424_0019,w4,2776
1485986378424_0019,w5,2788
1485986378424_0019,w6,0
1485986378424_0019,w7,0
1485986378424_0020,ma,433
1485986378424_0020,w1,472
1485986378424_0020,w2,434
1485986378424_0020,w3,450
1485986378424_0020,w4,434
1485986378424_0020,w5,451
1485986378424_0020,w6,0
1485986378424_0020,w7,0
1485986378424_0021,ma,2729
1485986378424_0021,w1,2746
1485986378424_0021,w2,2730
1485986378424_0021,w3,2728
1485986378424_0021,w4,2731
1485986378424_0021,w5,2732
1485986378424_0021,w6,0
1485986378424_0021,w7,0
1486027566906_0002,ma,1329
1486027566906_0002,w1,1328
1486027566906_0002,w2,1329
1486027566906_0002,w3,1328
1486027566906_0002,w4,1329
1486027566906_0002,w5,1363
1486027566906_0002,w6,1346
1486027566906_0002,w7,0
1486027566906_0003,ma,3518
1486027566906_0003,w1,3518
1486027566906_0003,w2,3517
1486027566906_0003,w3,3519
1486027566906_0003,w4,3516
1486027566906_0003,w5,3531
1486027566906_0003,w6,3518
1486027566906_0003,w7,0
1486027566906_0004,ma,1363
1486027566906_0004,w1,1397
1486027566906_0004,w2,1380
1486027566906_0004,w3,1362
1486027566906_0004,w4,1380
1486027566906_0004,w5,1363
1486027566906_0004,w6,1362
1486027566906_0004,w7,0
1486027566906_0005,ma,2602
1486027566906_0005,w1,2602
1486027566906_0005,w2,2602
1486027566906_0005,w3,2601
1486027566906_0005,w4,2601
1486027566906_0005,w5,2601
1486027566906_0005,w6,2624
1486027566906_0005,w7,0
1486027566906_0006,ma,824
1486027566906_0006,w1,824
1486027566906_0006,w2,824
1486027566906_0006,w3,851
1486027566906_0006,w4,852
1486027566906_0006,w5,824
1486027566906_0006,w6,871
1486027566906_0006,w7,0
1486027566906_0007,ma,3118
1486027566906_0007,w1,3119
1486027566906_0007,w2,3134
1486027566906_0007,w3,3118
1486027566906_0007,w4,3117
1486027566906_0007,w5,3118
1486027566906_0007,w6,3118
1486027566906_0007,w7,0
1486027566906_0008,ma,1369
1486027566906_0008,w1,1368
1486027566906_0008,w2,1359
1486027566906_0008,w3,1359
1486027566906_0008,w4,1359
1486027566906_0008,w5,1383
1486027566906_0008,w6,1359
1486027566906_0008,w7,0
1486027566906_0009,ma,3063
1486027566906_0009,w1,3063
1486027566906_0009,w2,3063
1486027566906_0009,w3,3097
1486027566906_0009,w4,3062
1486027566906_0009,w5,3063
1486027566906_0009,w6,3063
1486027566906_0009,w7,0
1486027566906_0010,ma,788
1486027566906_0010,w1,779
1486027566906_0010,w2,779
1486027566906_0010,w3,779
1486027566906_0010,w4,788
1486027566906_0010,w5,779
1486027566906_0010,w6,838
1486027566906_0010,w7,0
1486027566906_0011,ma,3199
1486027566906_0011,w1,3199
1486027566906_0011,w2,3252
1486027566906_0011,w3,3199
1486027566906_0011,w4,3198
1486027566906_0011,w5,3197
1486027566906_0011,w6,3198
1486027566906_0011,w7,0
1486027566906_0012,ma,603
1486027566906_0012,w1,603
1486027566906_0012,w2,604
1486027566906_0012,w3,604
1486027566906_0012,w4,625
1486027566906_0012,w5,603
1486027566906_0012,w6,644
1486027566906_0012,w7,0
1486027566906_0013,ma,3140
1486027566906_0013,w1,3140
1486027566906_0013,w2,3142
1486027566906_0013,w3,3171
1486027566906_0013,w4,3140
1486027566906_0013,w5,3142
1486027566906_0013,w6,3142
1486027566906_0013,w7,0
1486027566906_0014,ma,785
1486027566906_0014,w1,806
1486027566906_0014,w2,785
1486027566906_0014,w3,785
1486027566906_0014,w4,806
1486027566906_0014,w5,785
1486027566906_0014,w6,828
1486027566906_0014,w7,0
1486027566906_0015,ma,3184
1486027566906_0015,w1,3208
1486027566906_0015,w2,3186
1486027566906_0015,w3,3190
1486027566906_0015,w4,3184
1486027566906_0015,w5,3184
1486027566906_0015,w6,3183
1486027566906_0015,w7,0
1486027566906_0016,ma,1407
1486027566906_0016,w1,1465
1486027566906_0016,w2,1408
1486027566906_0016,w3,1407
1486027566906_0016,w4,1447
1486027566906_0016,w5,1447
1486027566906_0016,w6,1408
1486027566906_0016,w7,0
1486027566906_0017,ma,3707
1486027566906_0017,w1,3708
1486027566906_0017,w2,3707
1486027566906_0017,w3,3707
1486027566906_0017,w4,3708
1486027566906_0017,w5,3726
1486027566906_0017,w6,3709
1486027566906_0017,w7,0
1486027566906_0018,ma,735
1486027566906_0018,w1,753
1486027566906_0018,w2,735
1486027566906_0018,w3,735
1486027566906_0018,w4,754
1486027566906_0018,w5,734
1486027566906_0018,w6,780
1486027566906_0018,w7,0
1486027566906_0019,ma,2149
1486027566906_0019,w1,2165
1486027566906_0019,w2,2149
1486027566906_0019,w3,2153
1486027566906_0019,w4,2148
1486027566906_0019,w5,2149
1486027566906_0019,w6,2149
1486027566906_0019,w7,0
1486027566906_0020,ma,1350
1486027566906_0020,w1,1384
1486027566906_0020,w2,1350
1486027566906_0020,w3,1349
1486027566906_0020,w4,1368
1486027566906_0020,w5,1368
1486027566906_0020,w6,1352
1486027566906_0020,w7,0
1486027566906_0021,ma,3157
1486027566906_0021,w1,3173
1486027566906_0021,w2,3157
1486027566906_0021,w3,3157
1486027566906_0021,w4,3157
1486027566906_0021,w5,3158
1486027566906_0021,w6,3159
1486027566906_0021,w7,0
1486078344257_0002,ma,1167
1486078344257_0002,w1,1183
1486078344257_0002,w2,1159
1486078344257_0002,w3,1160
1486078344257_0002,w4,1159
1486078344257_0002,w5,1160
1486078344257_0002,w6,1160
1486078344257_0002,w7,1168
1486078344257_0003,ma,2469
1486078344257_0003,w1,2473
1486078344257_0003,w2,2469
1486078344257_0003,w3,2483
1486078344257_0003,w4,2468
1486078344257_0003,w5,2469
1486078344257_0003,w6,2469
1486078344257_0003,w7,2468
1486078344257_0004,ma,1379
1486078344257_0004,w1,1394
1486078344257_0004,w2,1379
1486078344257_0004,w3,1379
1486078344257_0004,w4,1379
1486078344257_0004,w5,1395
1486078344257_0004,w6,1380
1486078344257_0004,w7,1416
1486078344257_0005,ma,2149
1486078344257_0005,w1,2148
1486078344257_0005,w2,2148
1486078344257_0005,w3,2148
1486078344257_0005,w4,2148
1486078344257_0005,w5,2148
1486078344257_0005,w6,2171
1486078344257_0005,w7,2148
1486078344257_0006,ma,1276
1486078344257_0006,w1,1294
1486078344257_0006,w2,1275
1486078344257_0006,w3,1276
1486078344257_0006,w4,1294
1486078344257_0006,w5,1275
1486078344257_0006,w6,1276
1486078344257_0006,w7,1309
1486078344257_0007,ma,2523
1486078344257_0007,w1,2523
1486078344257_0007,w2,2523
1486078344257_0007,w3,2523
1486078344257_0007,w4,2523
1486078344257_0007,w5,2523
1486078344257_0007,w6,2522
1486078344257_0007,w7,2537
1486078344257_0008,ma,714
1486078344257_0008,w1,714
1486078344257_0008,w2,744
1486078344257_0008,w3,713
1486078344257_0008,w4,743
1486078344257_0008,w5,714
1486078344257_0008,w6,772
1486078344257_0008,w7,713
1486078344257_0009,ma,2558
1486078344257_0009,w1,2560
1486078344257_0009,w2,2558
1486078344257_0009,w3,2581
1486078344257_0009,w4,2559
1486078344257_0009,w5,2559
1486078344257_0009,w6,2558
1486078344257_0009,w7,2559
1486078344257_0010,ma,1412
1486078344257_0010,w1,1403
1486078344257_0010,w2,1412
1486078344257_0010,w3,1428
1486078344257_0010,w4,1403
1486078344257_0010,w5,1403
1486078344257_0010,w6,1403
1486078344257_0010,w7,1403
1486078344257_0011,ma,2823
1486078344257_0011,w1,2808
1486078344257_0011,w2,2810
1486078344257_0011,w3,2809
1486078344257_0011,w4,2808
1486078344257_0011,w5,2808
1486078344257_0011,w6,2811
1486078344257_0011,w7,2808
1486078344257_0012,ma,1376
1486078344257_0012,w1,1359
1486078344257_0012,w2,1360
1486078344257_0012,w3,1359
1486078344257_0012,w4,1359
1486078344257_0012,w5,1360
1486078344257_0012,w6,1362
1486078344257_0012,w7,1367
1486078344257_0013,ma,2515
1486078344257_0013,w1,2541
1486078344257_0013,w2,2516
1486078344257_0013,w3,2514
1486078344257_0013,w4,2514
1486078344257_0013,w5,2514
1486078344257_0013,w6,2514
1486078344257_0013,w7,2514
1486078344257_0014,ma,1378
1486078344257_0014,w1,1368
1486078344257_0014,w2,1350
1486078344257_0014,w3,1350
1486078344257_0014,w4,1350
1486078344257_0014,w5,1368
1486078344257_0014,w6,1351
1486078344257_0014,w7,1350
1486078344257_0015,ma,2534
1486078344257_0015,w1,2522
1486078344257_0015,w2,2522
1486078344257_0015,w3,2523
1486078344257_0015,w4,2525
1486078344257_0015,w5,2522
1486078344257_0015,w6,2523
1486078344257_0015,w7,2522
1486078344257_0016,ma,1493
1486078344257_0016,w1,1514
1486078344257_0016,w2,1493
1486078344257_0016,w3,1546
1486078344257_0016,w4,1493
1486078344257_0016,w5,1493
1486078344257_0016,w6,1516
1486078344257_0016,w7,1493
1486078344257_0017,ma,2585
1486078344257_0017,w1,2587
1486078344257_0017,w2,2586
1486078344257_0017,w3,2586
1486078344257_0017,w4,2588
1486078344257_0017,w5,2587
1486078344257_0017,w6,2585
1486078344257_0017,w7,2602
1486078344257_0018,ma,1352
1486078344257_0018,w1,1336
1486078344257_0018,w2,1336
1486078344257_0018,w3,1337
1486078344257_0018,w4,1337
1486078344257_0018,w5,1344
1486078344257_0018,w6,1338
1486078344257_0018,w7,1337
1486078344257_0019,ma,3067
1486078344257_0019,w1,3067
1486078344257_0019,w2,3067
1486078344257_0019,w3,3085
1486078344257_0019,w4,3067
1486078344257_0019,w5,3067
1486078344257_0019,w6,3067
1486078344257_0019,w7,3068
1486078344257_0020,ma,1317
1486078344257_0020,w1,1317
1486078344257_0020,w2,1352
1486078344257_0020,w3,1333
1486078344257_0020,w4,1317
1486078344257_0020,w5,1317
1486078344257_0020,w6,1333
1486078344257_0020,w7,1317
1486078344257_0021,ma,2581
1486078344257_0021,w1,2582
1486078344257_0021,w2,2582
1486078344257_0021,w3,2598
1486078344257_0021,w4,2585
1486078344257_0021,w5,2583
1486078344257_0021,w6,2581
1486078344257_0021,w7,2582
1485784300641_0022,ma,165
1485784300641_0022,w1,180
1485784300641_0022,w2,164
1485784300641_0022,w3,0
1485784300641_0022,w4,0
1485784300641_0022,w5,0
1485784300641_0022,w6,0
1485784300641_0022,w7,0
1485784300641_0023,ma,512
1485784300641_0023,w1,525
1485784300641_0023,w2,512
1485784300641_0023,w3,0
1485784300641_0023,w4,0
1485784300641_0023,w5,0
1485784300641_0023,w6,0
1485784300641_0023,w7,0
1485784300641_0024,ma,149
1485784300641_0024,w1,162
